IP,abuseipdb_is_whitelisted,abuseipdb_confidence_score,abuseipdb_country_code,abuseipdb_isp,abuseipdb_domain,abuseipdb_total_reports,abuseipdb_num_distinct_users,abuseipdb_last_reported_at,virustotal_reputation,virustotal_regional_internet_registry,virustotal_as_owner,harmless,malicious,suspicious,undetected,IBM_score,IBM_average history Score,IBM_most common score,virustotal_asn,SHODAN_asn,SHODAN_isp,ALIENVAULT_reputation,ALIENVAULT_asn,score_average_Mobat
80.80.218.227,FALSE,88,UZ,IST Telekom LLC,etc.uz,23,1,2024-01-09T09:02:35+00:00,-1.0,RIPE NCC,Ist Telekom LLC,58.0,90.0,99.0,80.0,1.0,2.5,1.0,AS34718,None,None,FALSE,AS34718 llc texnoprosistem,59.285.714.285.714.200
80.94.95.203,FALSE,89,GB,BTHoster LTD,bthoster.com,13,1,2024-01-24T18:46:42+00:00,0.0,RIPE NCC,SS-Net,63.0,96.0,100.0,78.0,1.0,1.0,1.0,AS204428,None,None,FALSE,AS35478 bunea telecom srl,61.0
80.94.95.240,FALSE,100,GB,BTHoster LTD,bthoster.com,0,0,2023-12-03T09:45:26+00:00,0.0,RIPE NCC,SS-Net,61.0,95.0,99.0,78.0,1.0,3.5,1.0,AS204428,None,None,FALSE,AS35478 bunea telecom srl,62.0
80.94.95.242,FALSE,89,GB,BTHoster LTD,bthoster.com,13,1,2024-01-24T18:46:48+00:00,0.0,RIPE NCC,SS-Net,62.0,95.0,100.0,78.0,1.0,1.0,1.0,AS204428,None,None,FALSE,AS35478 bunea telecom srl,60.714.285.714.285.700
81.0.246.17,FALSE,100,GB,Contabo GmbH,contabo.com,0,0,2023-06-26T11:06:06+00:00,0.0,RIPE NCC,Contabo GmbH,64.0,98.0,100.0,77.0,1.0,1.0,1.0,AS51167,None,None,FALSE,AS15685 casablanca int,62.857.142.857.142.800
81.192.43.166,FALSE,0,MA,Office National des Postes et Telecommunications,iam.net.ma,282,174,2024-01-26T18:20:45+00:00,-1.0,AFRINIC,Itissalat Al-MAGHRIB,57.0,89.0,98.0,81.0,2.9,1.5,1.0,AS6713,AS6713,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,FALSE,AS6713 itissalat al-maghrib,46.699.999.999.999.900
84.78.93.70,FALSE,100,ES,Orange Espagne SA,orange.es,0,0,2023-11-30T01:46:46+00:00,-1.0,RIPE NCC,Orange Espagne SA,65.0,97.0,99.0,80.0,1.0,1.0,1.0,AS12479,None,None,FALSE,AS12479 orange espagne sa,63.0
87.246.7.230,FALSE,96,BG,Global Communication Net Plc,gcn.bg,13,1,2024-01-24T18:47:37+00:00,-1.0,RIPE NCC,SS-Net,64.0,97.0,100.0,78.0,1.0,1.9,1.0,AS204428,None,None,FALSE,AS204428 ss-net,62.142.857.142.857.100
91.224.92.22,FALSE,89,LT,Infocom UK Ltd,infocom.uk,13,1,2024-01-24T18:47:46+00:00,0.0,RIPE NCC,UAB Host Baltic,64.0,98.0,100.0,77.0,1.0,1.3,1.0,AS209605,None,None,FALSE,AS133398 tele asia limited,61.285.714.285.714.200
91.240.118.77,FALSE,100,RU,Chang Way Technologies Co. Limited,changway.hk,0,0,2023-11-24T13:06:43+00:00,0.0,APNIC,Chang Way Technologies Co. Limited,63.0,96.0,99.0,79.0,4.3,3.2,1.0,AS57523,AS57523,Chang Way Technologies Co. Limited,FALSE,AS57523 chang way technologies co. limited,63.042.857.142.857.100
94.102.61.24,FALSE,0,NL,FiberXpress BV,fiberxpress.net,531,67,2024-01-26T17:55:39+00:00,-1.0,RIPE NCC,IP Volume inc,63.0,96.0,99.0,79.0,10.0,4.6,4.3,AS202425,None,None,FALSE,AS202425 ip volume inc,4.942.857.142.857.140
103.143.171.228,FALSE,0,ID,PT. Rak Super Ninja,ninjaserver.co.id,228,131,2024-01-22T17:25:59+00:00,-1.0,APNIC,PT. Rak Super Ninja,55.0,88.0,98.0,80.0,2.9,3.5,1.0,AS139400,None,None,FALSE,AS139400 pt. rak super ninja,46.128.571.428.571.400
103.143.171.228,FALSE,0,ID,PT. Rak Super Ninja,ninjaserver.co.id,207,124,2024-01-22T17:25:59+00:00,-1.0,APNIC,PT. Rak Super Ninja,55.0,88.0,98.0,80.0,2.9,3.5,1.0,AS139400,None,None,FALSE,AS139400 pt. rak super ninja,46.128.571.428.571.400
104.248.131.9,FALSE,90,DE,DigitalOcean LLC,digitalocean.com,1,1,2024-01-21T20:44:29+00:00,-3.0,RIPE NCC,DIGITALOCEAN-ASN,59.0,92.0,98.0,80.0,1.0,3.1,1.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,5.957.142.857.142.850
104.248.131.9,FALSE,90,DE,DigitalOcean LLC,digitalocean.com,1,1,2024-01-21T20:44:29+00:00,-3.0,RIPE NCC,DIGITALOCEAN-ASN,59.0,92.0,98.0,80.0,1.0,3.1,1.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,5.957.142.857.142.850
110.49.76.244,FALSE,0,TH,Advanced Info Service Public Company Limited,ais.co.th,845,326,2024-01-29T10:50:17+00:00,-1.0,APNIC,SBN-ISPAWN-ISP and SBN-NIXAWN-NIX,56.0,89.0,97.0,81.0,2.9,2.2,1.0,AS45458,None,None,FALSE,AS45458 sbn-isp/awn-isp and sbn-nix/awn-nix,4.641.428.571.428.570
110.49.76.244,FALSE,0,TH,Advanced Info Service Public Company Limited,ais.co.th,838,324,2024-01-29T20:44:22+00:00,-1.0,APNIC,SBN-ISPAWN-ISP and SBN-NIXAWN-NIX,56.0,89.0,97.0,81.0,2.9,2.2,1.0,AS45458,AS45458,SBN-ISP/AWN-ISP and SBN-NIX/AWN-NIX,FALSE,AS45458 sbn-isp/awn-isp and sbn-nix/awn-nix,4.641.428.571.428.570
111.252.68.154,FALSE,100,TW,Chunghwa Telecom Co. Ltd.,cht.com.tw,0,0,2023-06-03T05:34:17+00:00,0.0,APNIC,Data Communication Business Group,65.0,99.0,100.0,77.0,1.0,1.4,1.0,AS3462,None,None,FALSE,AS3462 data communication business group,63.142.857.142.857.100
111.252.68.154,FALSE,100,TW,Chunghwa Telecom Co. Ltd.,cht.com.tw,0,0,2023-06-03T05:34:17+00:00,0.0,APNIC,Data Communication Business Group,65.0,99.0,100.0,77.0,1.0,1.4,1.0,AS3462,None,None,FALSE,AS3462 data communication business group,63.142.857.142.857.100
111.70.28.86,FALSE,100,TW,Chunghwa Telecom Co. Ltd.,cht.com.tw,0,0,2023-11-18T09:01:10+00:00,0.0,APNIC,Mobile Business Group,64.0,99.0,100.0,76.0,1.0,1.0,1.0,AS17421,None,None,FALSE,AS17421 mobile business group,62.857.142.857.142.800
111.70.28.86,FALSE,100,TW,Chunghwa Telecom Co. Ltd.,cht.com.tw,0,0,2023-11-18T09:01:10+00:00,0.0,APNIC,Mobile Business Group,64.0,99.0,100.0,76.0,1.0,1.0,1.0,AS17421,None,None,FALSE,AS17421 mobile business group,62.857.142.857.142.800
118.151.209.21,FALSE,100,IN,YASHTEL Yashash Cable Network Pvt Ltd,yashtel.co.in,0,0,2023-11-08T15:33:34+00:00,-1.0,APNIC,27134 lakshmi building adipampa road v.v.mohalla,59.0,92.0,99.0,79.0,1.0,1.9,1.0,AS131210,None,None,FALSE,AS131210 2713/4 lakshmi building adipampa road v.v.mohalla,61.285.714.285.714.200
118.151.209.21,FALSE,100,IN,YASHTEL Yashash Cable Network Pvt Ltd,yashtel.co.in,0,0,2023-11-08T15:33:34+00:00,-1.0,APNIC,27134 lakshmi building adipampa road v.v.mohalla,59.0,92.0,99.0,79.0,1.0,1.9,1.0,AS131210,None,None,FALSE,AS131210 2713/4 lakshmi building adipampa road v.v.mohalla,61.285.714.285.714.200
118.69.55.101,FALSE,100,VN,FPT Telecom,fpt.com.vn,0,0,2023-12-07T20:46:36+00:00,-13.0,APNIC,FPT Telecom Company,60.0,93.0,98.0,80.0,1.0,3.8,5.7,AS18403,None,None,FALSE,AS18403 fpt telecom company,59.857.142.857.142.800
118.69.55.101,FALSE,100,VN,FPT Telecom,fpt.com.vn,0,0,2023-12-07T20:46:36+00:00,-13.0,APNIC,FPT Telecom Company,60.0,93.0,98.0,80.0,1.0,3.8,5.7,AS18403,None,None,FALSE,AS18403 fpt telecom company,59.857.142.857.142.800
118.70.180.188,FALSE,0,VN,FPT Telecom,fpt.com.vn,841,388,2024-01-29T08:52:54+00:00,-1.0,APNIC,FPT Telecom Company,51.0,83.0,98.0,81.0,4.3,3.8,4.3,AS18403,None,None,FALSE,AS18403 fpt telecom company,4.518.571.428.571.420
118.70.180.188,FALSE,0,VN,FPT Telecom,fpt.com.vn,822,382,2024-01-29T22:23:39+00:00,-1.0,APNIC,FPT Telecom Company,51.0,83.0,98.0,81.0,4.3,3.8,4.3,AS18403,AS18403,FPT Telecom Company,FALSE,AS18403 fpt telecom company,4.518.571.428.571.420
119.6.55.57,FALSE,0,CN,China Unicom Sichuan Province Network,chinaunicom.com,186,67,2024-01-29T08:19:43+00:00,0.0,APNIC,CHINA UNICOM China169 Backbone,55.0,87.0,100.0,79.0,4.3,3.3,1.0,AS4837,None,None,FALSE,AS4837 china unicom china169 backbone,46.471.428.571.428.500
119.6.55.57,FALSE,0,CN,China Unicom Sichuan Province Network,chinaunicom.com,185,68,2024-01-29T14:55:36+00:00,0.0,APNIC,CHINA UNICOM China169 Backbone,55.0,87.0,100.0,79.0,4.3,3.3,1.0,AS4837,None,None,FALSE,AS4837 china unicom china169 backbone,46.471.428.571.428.500
121.178.197.60,FALSE,100,KR,KT Corporation,kt.com,0,0,2023-07-27T08:20:35+00:00,0.0,APNIC,Korea Telecom,60.0,94.0,100.0,77.0,1.0,1.0,1.0,AS4766,None,None,FALSE,AS4766 korea telecom,61.714.285.714.285.700
121.178.197.60,FALSE,100,KR,KT Corporation,kt.com,0,0,2023-07-27T08:20:35+00:00,0.0,APNIC,Korea Telecom,60.0,94.0,100.0,77.0,1.0,1.0,1.0,AS4766,None,None,FALSE,AS4766 korea telecom,61.714.285.714.285.700
122.160.115.28,FALSE,100,IN,Bharti Airtel Ltd.,airtel.in,0,0,2023-11-09T10:17:36+00:00,0.0,APNIC,"Bharti Airtel Ltd., Telemedia Services",62.0,96.0,100.0,77.0,1.0,1.3,1.0,AS24560,None,None,FALSE,AS24560 bharti airtel ltd.,62.285.714.285.714.200
122.160.115.28,FALSE,100,IN,Bharti Airtel Ltd.,airtel.in,0,0,2023-11-09T10:17:36+00:00,0.0,APNIC,"Bharti Airtel Ltd., Telemedia Services",62.0,96.0,100.0,77.0,1.0,1.3,1.0,AS24560,None,None,FALSE,AS24560 bharti airtel ltd.,62.285.714.285.714.200
122.169.103.121,FALSE,98,IN,Bharti Airtel Ltd.,airtel.in,7,1,2024-01-03T06:15:11+00:00,-1.0,APNIC,"Bharti Airtel Ltd., Telemedia Services",61.0,96.0,99.0,77.0,1.0,1.0,1.0,AS24560,None,None,FALSE,AS24560 bharti airtel ltd.,6.157.142.857.142.850
122.169.103.121,FALSE,98,IN,Bharti Airtel Ltd.,airtel.in,7,1,2024-01-03T06:15:11+00:00,-1.0,APNIC,"Bharti Airtel Ltd., Telemedia Services",61.0,96.0,99.0,77.0,1.0,1.0,1.0,AS24560,None,None,FALSE,AS24560 bharti airtel ltd.,6.157.142.857.142.850
122.180.255.195,FALSE,100,IN,Bharti Airtel Ltd.,airtel.in,0,0,2023-11-09T10:17:41+00:00,0.0,APNIC,"Bharti Airtel Ltd., Telemedia Services",63.0,98.0,100.0,76.0,1.0,1.0,1.0,AS24560,None,None,FALSE,AS24560 bharti airtel ltd.,6.257.142.857.142.850
122.180.255.195,FALSE,100,IN,Bharti Airtel Ltd.,airtel.in,0,0,2023-11-09T10:17:41+00:00,0.0,APNIC,"Bharti Airtel Ltd., Telemedia Services",63.0,98.0,100.0,76.0,1.0,1.0,1.0,AS24560,None,None,FALSE,AS24560 bharti airtel ltd.,6.257.142.857.142.850
122.225.203.106,FALSE,0,CN,Kangda Automobile Co. Ltd.Zhejiang,chinatelecom.com.cn,318,103,2024-01-29T10:05:02+00:00,0.0,APNIC,Chinanet,54.0,86.0,99.0,80.0,4.3,1.3,1.0,AS4134,None,None,FALSE,AS4134 chinanet,4.618.571.428.571.420
122.225.203.106,FALSE,0,CN,Kangda Automobile Co. Ltd.Zhejiang,chinatelecom.com.cn,318,102,2024-01-29T22:50:27+00:00,0.0,APNIC,Chinanet,54.0,86.0,99.0,80.0,4.3,1.3,1.0,AS4134,None,None,FALSE,AS4134 chinanet,4.618.571.428.571.420
123.195.33.169,FALSE,100,TW,Kbro Co. Ltd.,kbro.com.tw,0,0,2023-11-30T00:05:36+00:00,-1.0,APNIC,kbro CO. Ltd.,62.0,96.0,100.0,77.0,2.9,2.4,1.0,AS38841,None,None,FALSE,AS38841 kbro co. ltd.,6.241.428.571.428.570
123.195.33.169,FALSE,100,TW,Kbro Co. Ltd.,kbro.com.tw,0,0,2023-11-30T00:05:36+00:00,-1.0,APNIC,kbro CO. Ltd.,62.0,96.0,100.0,77.0,2.9,2.4,1.0,AS38841,None,None,FALSE,AS38841 kbro co. ltd.,6.241.428.571.428.570
123.200.19.117,FALSE,100,BD,Corporate Subscriber,link3.net,0,0,2023-10-03T21:40:31+00:00,0.0,APNIC,Link3 Technologies Ltd.,65.0,98.0,100.0,78.0,1.0,1.4,1.0,AS23688,None,None,FALSE,AS23688 link3 technologies ltd.,63.142.857.142.857.100
123.200.19.117,FALSE,100,BD,Corporate Subscriber,link3.net,0,0,2023-10-03T21:40:31+00:00,0.0,APNIC,Link3 Technologies Ltd.,65.0,98.0,100.0,78.0,1.0,1.4,1.0,AS23688,None,None,FALSE,AS23688 link3 technologies ltd.,63.142.857.142.857.100
123.4.184.65,FALSE,100,CN,China Unicom Henan Province Network,chinaunicom.com,0,0,2023-06-03T18:10:37+00:00,0.0,APNIC,CHINA UNICOM China169 Backbone,61.0,96.0,100.0,76.0,1.0,1.0,1.0,AS4837,None,None,FALSE,AS4837 china unicom china169 backbone,62.0
123.4.184.65,FALSE,100,CN,China Unicom Henan Province Network,chinaunicom.com,0,0,2023-06-03T18:10:37+00:00,0.0,APNIC,CHINA UNICOM China169 Backbone,61.0,96.0,100.0,76.0,1.0,1.0,1.0,AS4837,None,None,FALSE,AS4837 china unicom china169 backbone,62.0
124.156.208.56,FALSE,100,JP,Tencent Cloud Computing (Beijing) Co. Ltd.,tencent.com,0,0,2023-11-30T00:06:04+00:00,-1.0,APNIC,"Tencent Building, Kejizhongyi Avenue",62.0,95.0,100.0,78.0,1.0,1.5,1.0,AS132203,AS132203,"Tencent Building, Kejizhongyi Avenue",FALSE,AS132203 tencent building  kejizhongyi avenue,62.142.857.142.857.100
124.156.208.56,FALSE,100,JP,Tencent Cloud Computing (Beijing) Co. Ltd.,tencent.com,0,0,2023-11-30T00:06:04+00:00,-1.0,APNIC,"Tencent Building, Kejizhongyi Avenue",62.0,95.0,100.0,78.0,1.0,1.5,1.0,AS132203,AS132203,"Tencent Building, Kejizhongyi Avenue",FALSE,AS132203 tencent building  kejizhongyi avenue,62.142.857.142.857.100
125.99.241.130,FALSE,0,IN,Hathway Cable and Datacom Limited,hathway.com,179,73,2024-01-29T07:21:47+00:00,0.0,APNIC,Hathway IP Over Cable Internet,55.0,87.0,99.0,80.0,4.3,3.6,5.7,AS17488,None,None,FALSE,AS17488 hathway ip over cable internet,46.471.428.571.428.500
125.99.241.130,FALSE,0,IN,Hathway Cable and Datacom Limited,hathway.com,175,73,2024-01-29T22:59:39+00:00,0.0,APNIC,Hathway IP Over Cable Internet,55.0,87.0,99.0,80.0,4.3,3.6,5.7,AS17488,None,None,FALSE,AS17488 hathway ip over cable internet,46.471.428.571.428.500
130.162.42.103,FALSE,0,DE,Oracle Public Cloud,oracle.com,1465,513,2024-01-29T10:30:04+00:00,-1.0,RIPE NCC,ORACLE-BMC-31898,58.0,90.0,98.0,81.0,2.9,2.6,1.0,AS31898,None,None,FALSE,AS31898 oracle corporation,4.698.571.428.571.420
130.162.42.103,FALSE,0,DE,Oracle Public Cloud,oracle.com,1456,508,2024-01-29T22:05:10+00:00,-1.0,RIPE NCC,ORACLE-BMC-31898,58.0,90.0,98.0,81.0,2.9,2.6,1.0,AS31898,None,None,FALSE,AS31898 oracle corporation,4.698.571.428.571.420
138.68.58.138,FALSE,100,US,DigitalOcean LLC,digitalocean.com,0,0,2023-11-30T00:13:56+00:00,-1.0,ARIN,DIGITALOCEAN-ASN,61.0,94.0,98.0,80.0,1.0,1.0,1.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,61.857.142.857.142.800
138.68.58.138,FALSE,100,US,DigitalOcean LLC,digitalocean.com,0,0,2023-11-30T00:13:56+00:00,-1.0,ARIN,DIGITALOCEAN-ASN,61.0,94.0,98.0,80.0,1.0,1.0,1.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,61.857.142.857.142.800
138.91.3.70,FALSE,100,JP,Microsoft Corporation,microsoft.com,0,0,2023-07-01T23:57:44+00:00,0.0,APNIC,MICROSOFT-CORP-MSN-AS-BLOCK,65.0,98.0,100.0,78.0,1.0,1.0,1.0,AS8075,None,None,FALSE,AS8075 microsoft corporation,63.142.857.142.857.100
138.91.3.70,FALSE,100,JP,Microsoft Corporation,microsoft.com,0,0,2023-07-01T23:57:44+00:00,0.0,APNIC,MICROSOFT-CORP-MSN-AS-BLOCK,65.0,98.0,100.0,78.0,1.0,1.0,1.0,AS8075,None,None,FALSE,AS8075 microsoft corporation,63.142.857.142.857.100
139.99.118.168,FALSE,100,SG,OVH Singapore Pte. Ltd,ovh.com,0,0,2023-06-13T15:59:44+00:00,0.0,APNIC,OVH SAS,64.0,99.0,100.0,76.0,1.0,1.5,1.0,AS16276,None,None,FALSE,AS16276 ovh sas,62.857.142.857.142.800
139.99.118.168,FALSE,100,SG,OVH Singapore Pte. Ltd,ovh.com,0,0,2023-06-13T15:59:44+00:00,0.0,APNIC,OVH SAS,64.0,99.0,100.0,76.0,1.0,1.5,1.0,AS16276,None,None,FALSE,AS16276 ovh sas,62.857.142.857.142.800
14.56.196.9,FALSE,100,KR,KT Corporation,kt.com,0,0,2023-11-01T17:39:34+00:00,0.0,APNIC,Korea Telecom,60.0,94.0,100.0,77.0,4.3,1.4,1.0,AS4766,None,None,FALSE,AS4766 korea telecom,6.218.571.428.571.420
14.56.196.9,FALSE,100,KR,KT Corporation,kt.com,0,0,2023-11-01T17:39:34+00:00,0.0,APNIC,Korea Telecom,60.0,94.0,100.0,77.0,4.3,1.4,1.0,AS4766,None,None,FALSE,AS4766 korea telecom,6.218.571.428.571.420
141.98.10.132,FALSE,0,LT,UAB Host Baltic,serveroffer.lt,1,1,2024-01-03T14:27:32+00:00,-1.0,RIPE NCC,UAB Host Baltic,55.0,86.0,100.0,80.0,5.7,3.3,1.0,AS209605,None,None,FALSE,AS209605 uab host baltic,46.528.571.428.571.400
141.98.10.132,FALSE,0,LT,UAB Host Baltic,serveroffer.lt,1,1,2024-01-03T14:27:32+00:00,-1.0,RIPE NCC,UAB Host Baltic,55.0,86.0,100.0,80.0,5.7,3.3,1.0,AS209605,None,None,FALSE,AS209605 uab host baltic,46.528.571.428.571.400
141.98.10.172,FALSE,100,LT,UAB Host Baltic,serveroffer.lt,0,0,2023-11-08T17:38:35+00:00,-3.0,RIPE NCC,UAB Host Baltic,61.0,95.0,100.0,77.0,1.0,3.5,1.0,AS209605,None,None,FALSE,AS209605 uab host baltic,6.157.142.857.142.850
141.98.10.172,FALSE,100,LT,UAB Host Baltic,serveroffer.lt,0,0,2023-11-08T17:38:35+00:00,-3.0,RIPE NCC,UAB Host Baltic,61.0,95.0,100.0,77.0,1.0,3.5,1.0,AS209605,None,None,FALSE,AS209605 uab host baltic,6.157.142.857.142.850
141.98.11.112,FALSE,98,LT,UAB Host Baltic,serveroffer.lt,0,0,2023-12-27T18:24:18+00:00,-1.0,RIPE NCC,UAB Host Baltic,64.0,96.0,99.0,80.0,1.0,1.7,1.0,AS209605,None,None,FALSE,AS209605 uab host baltic,6.242.857.142.857.140
141.98.11.112,FALSE,98,LT,UAB Host Baltic,serveroffer.lt,0,0,2023-12-27T18:24:18+00:00,-1.0,RIPE NCC,UAB Host Baltic,64.0,96.0,99.0,80.0,1.0,1.7,1.0,AS209605,None,None,FALSE,AS209605 uab host baltic,6.242.857.142.857.140
141.98.11.54,FALSE,89,LT,UAB Host Baltic,serveroffer.lt,13,1,2024-01-28T18:23:57+00:00,-1.0,RIPE NCC,UAB Host Baltic,62.0,96.0,98.0,79.0,1.0,1.2,1.0,AS209605,None,None,FALSE,AS209605 uab host baltic,6.057.142.857.142.850
141.98.11.54,FALSE,89,LT,UAB Host Baltic,serveroffer.lt,14,1,2024-01-29T18:25:20+00:00,-1.0,RIPE NCC,UAB Host Baltic,62.0,96.0,98.0,79.0,1.0,1.2,1.0,AS209605,None,None,FALSE,AS209605 uab host baltic,6.057.142.857.142.850
141.98.11.55,FALSE,96,LT,UAB Host Baltic,serveroffer.lt,13,1,2024-01-28T18:23:58+00:00,0.0,RIPE NCC,UAB Host Baltic,62.0,95.0,99.0,79.0,1.0,1.4,1.0,AS209605,None,None,FALSE,AS209605 uab host baltic,61.714.285.714.285.700
141.98.11.55,FALSE,96,LT,UAB Host Baltic,serveroffer.lt,14,1,2024-01-29T18:25:21+00:00,0.0,RIPE NCC,UAB Host Baltic,62.0,95.0,99.0,79.0,1.0,1.4,1.0,AS209605,None,None,FALSE,AS209605 uab host baltic,61.714.285.714.285.700
141.98.11.67,FALSE,91,LT,UAB Host Baltic,serveroffer.lt,0,0,2023-12-27T21:47:47+00:00,0.0,RIPE NCC,UAB Host Baltic,64.0,97.0,100.0,78.0,1.0,1.2,1.0,AS209605,None,None,FALSE,AS209605 uab host baltic,6.157.142.857.142.850
141.98.11.67,FALSE,91,LT,UAB Host Baltic,serveroffer.lt,0,0,2023-12-27T21:47:47+00:00,0.0,RIPE NCC,UAB Host Baltic,64.0,97.0,100.0,78.0,1.0,1.2,1.0,AS209605,None,None,FALSE,AS209605 uab host baltic,6.157.142.857.142.850
141.98.11.84,FALSE,91,LT,UAB Host Baltic,serveroffer.lt,0,0,2023-12-20T18:25:34+00:00,0.0,RIPE NCC,UAB Host Baltic,63.0,96.0,99.0,79.0,1.0,1.5,1.0,AS209605,None,None,FALSE,AS209605 uab host baltic,61.285.714.285.714.200
141.98.11.84,FALSE,91,LT,UAB Host Baltic,serveroffer.lt,0,0,2023-12-20T18:25:34+00:00,0.0,RIPE NCC,UAB Host Baltic,63.0,96.0,99.0,79.0,1.0,1.5,1.0,AS209605,None,None,FALSE,AS209605 uab host baltic,61.285.714.285.714.200
142.93.58.158,FALSE,100,US,DigitalOcean LLC,digitalocean.com,0,0,2023-11-08T15:40:48+00:00,-1.0,ARIN,DIGITALOCEAN-ASN,64.0,97.0,99.0,79.0,4.3,2.8,4.3,AS14061,None,None,FALSE,AS14061 digitalocean  llc,6.318.571.428.571.420
142.93.58.158,FALSE,100,US,DigitalOcean LLC,digitalocean.com,0,0,2023-11-08T15:40:48+00:00,-1.0,ARIN,DIGITALOCEAN-ASN,64.0,97.0,99.0,79.0,4.3,2.8,4.3,AS14061,None,None,FALSE,AS14061 digitalocean  llc,6.318.571.428.571.420
143.198.146.239,FALSE,0,US,DigitalOcean LLC,digitalocean.com,1366,524,2024-01-29T09:17:24+00:00,-1.0,ARIN,DIGITALOCEAN-ASN,58.0,90.0,98.0,81.0,2.9,3.1,1.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,4.698.571.428.571.420
143.198.146.239,FALSE,0,US,DigitalOcean LLC,digitalocean.com,1338,515,2024-01-29T22:37:54+00:00,-1.0,ARIN,DIGITALOCEAN-ASN,58.0,90.0,98.0,81.0,2.9,3.1,1.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,4.698.571.428.571.420
146.19.169.228,FALSE,100,DE,Xsserver GmbH,xsserver.gmbh,0,0,2023-11-08T15:42:04+00:00,-1.0,RIPE NCC,SkyLink Data Center BV,64.0,96.0,98.0,81.0,2.9,3.0,1.0,AS44592,None,None,FALSE,AS44592 skylink data center bv,6.298.571.428.571.420
146.19.169.228,FALSE,100,DE,Xsserver GmbH,xsserver.gmbh,0,0,2023-11-08T15:42:04+00:00,-1.0,RIPE NCC,SkyLink Data Center BV,64.0,96.0,98.0,81.0,2.9,3.0,1.0,AS44592,None,None,FALSE,AS44592 skylink data center bv,6.298.571.428.571.420
146.190.38.28,FALSE,0,US,DigitalOcean LLC,digitalocean.com,1432,551,2024-01-29T10:48:15+00:00,-1.0,ARIN,DIGITALOCEAN-ASN,57.0,89.0,98.0,81.0,8.6,4.1,1.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,4.751.428.571.428.570
146.190.38.28,FALSE,0,US,DigitalOcean LLC,digitalocean.com,1417,552,2024-01-29T22:25:38+00:00,-1.0,ARIN,DIGITALOCEAN-ASN,57.0,89.0,98.0,81.0,8.6,4.1,1.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,4.751.428.571.428.570
149.127.190.57,FALSE,100,SG,Citis Cloud Group Limited,zoneidc.com,0,0,2023-05-16T06:45:48+00:00,0.0,APNIC,CITIS CLOUD GROUP LIMITED,64.0,99.0,100.0,76.0,1.0,1.0,1.0,AS140107,None,None,FALSE,AS140107 citis cloud group limited,62.857.142.857.142.800
149.127.190.57,FALSE,100,SG,Citis Cloud Group Limited,zoneidc.com,0,0,2023-05-16T06:45:48+00:00,0.0,APNIC,CITIS CLOUD GROUP LIMITED,64.0,99.0,100.0,76.0,1.0,1.0,1.0,AS140107,None,None,FALSE,AS140107 citis cloud group limited,62.857.142.857.142.800
152.89.196.144,FALSE,98,GB,Starcrecium Limited,starcrecium.com,3,1,2024-01-19T13:57:50+00:00,0.0,None,None,0.0,100.0,100.0,100.0,1.0,5.2,1.0,None,None,None,FALSE,ASNone,57.0
152.89.196.144,FALSE,98,GB,Starcrecium Limited,starcrecium.com,3,1,2024-01-19T13:57:50+00:00,0.0,None,None,0.0,100.0,100.0,100.0,1.0,5.2,1.0,None,None,None,FALSE,ASNone,57.0
157.230.17.29,FALSE,97,DE,DigitalOcean LLC,digitalocean.com,4,1,2024-01-07T07:08:02+00:00,-1.0,RIPE NCC,DIGITALOCEAN-ASN,58.0,91.0,98.0,80.0,1.0,2.5,1.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,6.057.142.857.142.850
157.230.17.29,FALSE,97,DE,DigitalOcean LLC,digitalocean.com,4,1,2024-01-07T07:08:02+00:00,-1.0,RIPE NCC,DIGITALOCEAN-ASN,58.0,91.0,98.0,80.0,1.0,2.5,1.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,6.057.142.857.142.850
157.245.156.72,FALSE,100,SG,DigitalOcean LLC,digitalocean.com,0,0,2023-11-30T00:24:32+00:00,-1.0,APNIC,DIGITALOCEAN-ASN,64.0,98.0,100.0,77.0,1.0,2.6,1.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,62.714.285.714.285.700
157.245.156.72,FALSE,100,SG,DigitalOcean LLC,digitalocean.com,0,0,2023-11-30T00:24:32+00:00,-1.0,APNIC,DIGITALOCEAN-ASN,64.0,98.0,100.0,77.0,1.0,2.6,1.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,62.714.285.714.285.700
158.69.111.17,FALSE,100,CA,Web Hosting Capa,ip-158-69-111.net,0,0,2023-12-07T20:56:36+00:00,-1.0,ARIN,OVH SAS,60.0,94.0,98.0,79.0,1.0,4.5,1.0,AS16276,None,None,FALSE,AS16276 ovh sas,6.157.142.857.142.850
